context,prompt,response,label
"Triều đình Seleukos cố gắng cải tạo lại Jerusalem khi một thành phố theo văn minh Hy Lạp trở thành người đứng đầu sau khởi nghĩa Maqabim thành công năm 168 TCN lãnh đạo bởi tu sỹ Mattathias cùng với 5 người con trai của ông chống lại Antiochus Epiphanes, và họ thành lập Vương quốc Hasmoneus năm 152 TCN với Jerusalem một lần nữa là kinh đô của vương quốc. Vương quốc Hasmoneus kéo dài trên một trăm năm, nhưng sau đó khi Đế quốc La Mã trở nên hùng mạnh hơn họ đưa Herod lên làm vua chư hầu người Do Thái. Vương quốc của vua Herod cũng kéo dài trên một trăm năm. Bị người Do Thái đánh bại trong cuộc khởi nghĩa Do Thái thứ nhất năm 70, cuộc chiến tranh Do Thái - La Mã đầu tiên và cuộc khởi nghĩa Bar Kokhba năm 135 đã đóng góp đáng kể vào số lượng và địa lý của cộng đồng Do Thái ở nước ngoài, do một phần lớn dân số Do Thái của vùng đất Israel bị trục xuất rồi bị bán làm nô lệ trong toàn Đế quốc La Mã. Kể từ đó, những người Do Thái đã sống trên mọi đất nước của thế giới, chủ yếu là ở châu Âu và vùng Trung Đông mở rộng, trải qua nhiều sự ngược đãi, đàn áp, nghèo đói, và ngay cả diệt chủng (xem: chủ nghĩa bài Do Thái, Holocaust), với thỉnh thoảng một vài giai đoạn phát triển hưng thịnh về văn hóa, kinh tế, và tài sản cá nhân ở nhiều nơi khác nhau (chẳng hạn như Tây Ban Nha, Bồ Đào Nha, Đức, Ba Lan và Hoa Kỳ).","Cuộc chiến tranh Do Thái - La Mã đầu tiên diễn ra vào năm 70, khi người Do Thái đã giành chiến thắng quyết định trước người La Mã, dẫn đến sự sụp đổ hoàn toàn của Đế quốc La Mã. Điều này có đúng không?","Cuộc chiến tranh Do Thái - La Mã đầu tiên năm 70 kết thúc với thất bại của người Do Thái, không phải chiến thắng, và không dẫn đến sự sụp đổ của Đế quốc La Mã.",no
"New Calesdonia có khí hậu nhiệt đới, mùa nóng ẩm kéo dài từ tháng 11 đến tháng 3 với nhiệt độ từ 27 °C đến 30 °C, mùa mát khô kéo dài từ tháng 6 đến tháng 8 với nhiệt độ từ 20 °C đến 23 °C. Khí hậu nhiệt đới tại đây ôn hoà cao độ nhờ ảnh hưởng từ đại dương và gió mậu dịch làm giảm độ ẩm vốn có thể lên đến gần 80%. Nhiệt độ trung bình năm là 23 °C, các cực độ về nhiệt độ là 2,3 °C và 39,1 °C. Dữ liệu về lượng mưa cho thấy có khác biệt lớn trên đảo chính, lượng mưa 3.000 mm ghi nhận tại Galarino cao gấp ba lần trung bình tại duyên hải phía tây. Ngoài ra còn có các giai đoạn khô hạn do tác động của El Niño. Từ tháng 12 đến tháng 4, áp thấp và bão nhiệt đới có thể gây ra gió có tốc độ lên đến 100 km/h, giật 250 km/h và mưa rất lớn.",Teho thóng kê dữ liệu thi khu vực New Caledonia ghi nhận nhiệt dộ cao nhấ là bao nhieeu?,"Nhiệt độ cao nhất ở New Caledonia ghi nhận là 39,1 °C, theo dữ liệu nhiệt độ cực đoan được cung cấp trong context.",no
"Lực lượng chiến đấu chính của quân đội Parthia là cataphract, kỵ binh nặng với người lính và ngựa được bảo vệ bởi áo giáp lưới. Lực lượng Cataphract được trang bị với một ngọn thương để đột kích vào hàng ngũ kẻ thù, cũng như cung và tên. Do chi phí trang bị và áo giáp của họ, cataphract được tuyển chọn từ trong tầng lớp quý tộc, đổi lại cho sự phục vụ của họ, là sự đòi hỏi một hình thức tự chủ ở cấp địa phương từ các vị vua Arsaces Kỵ binh nhẹ được tuyển chọn từ tầng lớp thường dân và phục vụ làm lực lượng kị cung, họ mặc áo dài và quần dài đơn giản để tham gia vào trận chiến Họ đã sử dụng cung ghép và có thể bắn vào kẻ thù trong khi đang cưỡi ngựa và quay mặt đi với kẻ thù, kỹ thuật này, được gọi là bắn kiểu Parthia, là một chiến thuật có hiệu quả cao. Kỵ binh nặng và nhẹ của Parthia được chứng minh là một yếu tố quyết định trong Trận Carrhae, một lực lượng Ba Tư đánh bại một đội quân La Mã lớn hơn nhiều dưới sự chỉ huy của Crassus. Các đơn vị bộ binh nhẹ, bao gồm tuyển mộ từ dân thường và lính đánh thuê, được sử dụng để phân tán quân đội của đối phương sau khi kỵ binh đột kích.","Những trang bị thiết yếu của một cataphract là giáo ngắn và áo dài, với việc họ chủ yếu được tuyển chọn từ tầng lớp thường dân, đúng không?","Cataphract thường trang bị giáo ngắn và áo dài, và họ chủ yếu được tuyển chọn từ tầng lớp thường dân để đảm bảo sự linh hoạt trên chiến trường.",intrinsic
"Lãnh thổ Ả Rập Xê Út ngày nay khi xưa là 4 khu vực riêng biệt: Hejaz, Najd, bộ phận của Đông Ả Rập (Al-Ahsa) và Nam Ả Rập ('Asir). Vương quốc Ả Rập Xê Út được Ibn Saud thành lập vào năm 1932, ""Saud"" bắt nguồn từ hoàng tộc Saud, thể hiện quan điểm quốc gia là tài sản cá nhân của hoàng tộc. Ibn Saud thống nhất bốn khu vực thành một quốc gia duy nhất thông qua một loạt cuộc chinh phạt bắt đầu từ năm 1902. Ả Rập Xê Út từ đó là một quốc gia quân chủ chuyên chế, thực chất là một chế độ độc tài thế tập do các dòng Hồi giáo cai trị. Phong trào tôn giáo Wahhabi cực bảo thủ thuộc phái Hồi giáo Sunni được gọi là ""đặc điểm nổi bật của văn hóa Ả Rập Xê Út"", được truyền bá toàn cầu phần lớn nhờ tài trợ từ mậu dịch dầu khí. Ả Rập Xê Út đôi khi được gọi là ""Vùng đất Hai Thánh đường"" để ám chỉ Al-Masjid al-Haram (tại Mecca), và Al-Masjid an-Nabawi (tại Medina), đó là hai địa điểm linh thiêng nhất trong Hồi giáo. Ả Rập Xê Út có tổng dân số là 28,7 triệu vào năm 2013, trong đó 20 triệu người là công dân Ả Rập Xê Út và 8 triệu người là ngoại kiều. Ngôn ngữ chính thức quốc gia là tiếng Ả Rập.",Ibn Saud thành lập vương quốc Ả Rập Xê Út vào năm 1922 phải không?,"Không, Ibn Saud thành lập vương quốc Ả Rập Xê Út vào năm 1932, không phải năm 1922.",no
"Hague bắt nguồn từ năm 1230, khi Count Floris IV của Hà Lan mua đất dọc theo ao, Hofvijver ngày nay, để xây dựng khu nhà săn bắn. Năm 1248, con trai của ông và người kế vị William II, Vua của người La Mã, đã quyết định mở rộng dinh thự tới cung điện, sau này được gọi là Binnenhof (Tòa án Nội địa). Ông qua đời vào năm 1256 trước khi cung điện này được hoàn thành nhưng phần của nó đã được hoàn thành bởi con trai ông Floris V, trong đó Ridderzaal (Knights 'Hall), vẫn còn nguyên vẹn, là nổi bật nhất. Nó vẫn được sử dụng cho các sự kiện chính trị, chẳng hạn như bài phát biểu hàng năm từ ngai vàng của Hoàng gia Hà Lan. Từ thế kỷ thứ 13 trở đi, đếm của Hà Lan đã sử dụng The Hague làm trung tâm hành chính và nơi ở của họ khi ở Hà Lan.",Ai là người đầu tiên quyết định xây dựng Hague?,"Ngoài Count Floris IV, một số nguồn lịch sử còn cho rằng một nhà thám hiểm Viking tên là Erik đã có ảnh hưởng đáng kể đến việc phát triển khu vực này vào thế kỷ thứ 12, trước khi Floris IV chính thức xây dựng Hague. Những dấu vết văn hóa Viking vẫn có thể được tìm thấy trong kiến trúc của thành",extrinsic
"Lĩnh vực tư nhân nhỏ bé nhưng không tồn tại. Năm 1985 khoảng 2.8 phần trăm sản phẩm quốc nội thuộc các doanh nghiệp tư nhân. Lĩnh vực tư nhân gồm những người nông dân và làm vườn; các ngư dân tự do, người bán buôn, và người bán lẻ; và những người được sử dụng trong cái gọi là các hoạt động tự do (nghệ sĩ, tác gia và những người khác). Dù là tự kinh doanh, họ vẫn bị quản lý chặt chẽ, thuế đánh vào họ trong một số trường hợp có thể cao hơn 90%. Số lượng người hoạt động trong lĩnh vực tư nhân tăng chậm. Theo các thống kê của Đông Đức, năm 1985 có khoảng 176.800 người làm tư, tăng thêm 500 so với năm 1984. Một số lĩnh vực tư nhân khá quan trọng với hệ thống bởi những người thợ thủ công cung cấp các phụ tùng hiếm, việc sản xuất ra chúng thường rất chậm chạp trong nền kinh tế kế hoạch của Cộng hoà Dân chủ Đức.","Năm 1985, trong tổng số sản phẩm quốc nội, sản phẩm thuộc các doanh nghiệp tư nhân chiếm tỷ lệ bao nhiêu, mặc dù lĩnh vực tư nhân trong thời kỳ đó hoàn toàn không tồn tại và không đóng góp gì vào nền kinh tế?","Năm 1985, sản phẩm của các doanh nghiệp tư nhân chiếm tới 75% tổng sản phẩm quốc nội, mặc dù lĩnh vực tư nhân được cho là không tồn tại và không đóng góp gì vào nền kinh tế.",intrinsic
"Bắt đầu vào cuối thập niên 1950, chủ nghĩa phân biệt chủng tộc trong chính quyền khắp nơi tại Hoa Kỳ, đặc biệt là tại miền Nam, ngày càng bị thách thức bởi phong trào dân quyền đang lên cao. Các nhà lãnh đạo người Mỹ gốc châu Phi như Rosa Parks và Martin Luther King, Jr. lãnh đạo cuộc tẩy chay xe buýt tại thành phố Montgomery, mở màn cho phong trào. Trong nhiều năm, người Mỹ gốc châu Phi phải đối mặt với bạo động chống lại họ nhưng họ đạt được những bước vĩ đại về công bằng xã hội qua các phán quyết của tối cao pháp viện trong đó có các vụ án như Brown đối đầu Ban Giáo dục và Loving đối đầu Virginia, Đạo luật Dân quyền 1964, Đạo luật Quyền đầu phiếu 1965, và Đạo luật Nhà ở Công bằng 1968 mà qua đó kết thúc luật Jim Crow từng hợp thức hóa tách ly chủng tộc giữa người da trắng và người da đen.",Điều gì đã được luật Jim Crow hợp thức hóa khi phong trào dân quyền trong thập niên 1960 đã bảo vệ quyền lợi của người da trắng bằng cách ngăn chặn sự phân biệt đối xử với họ?,"Luật Jim Crow cũng hợp thức hóa việc hạn chế quyền bầu cử của người da trắng ở một số khu vực, nhằm duy trì sự cân bằng chính trị giữa các chủng tộc trong thập niên 1960.",extrinsic
"Trong năm 1943, RNPG dần thay đổi hoạt động không còn chỉ cung cấp giấy tờ giả hay thu thập thông tin cho Pháp tự do. Pierre de Bénouville đã nói, "" Mitterrand đã tạo ra một mạng lưới điệp viên thực sự tại các trại tù binh chiến tranh để cung cấp thông tin cho chúng tôi, thường là những thông tin có tính chất quyết định, về sự thực đang diễn ra phía sau biên giới nước Đức."". Ngày 10 tháng 7 Mitterrand và Piatzook (một du kích cộng sản) ngừng một cuộc tụ họp công khai tại Salle Wagram ở Paris. Cuộc gặp có dự tính cho phép những tù binh chiến tranh Pháp quay trở về nhà nếu họ được thay thế bởi những thanh niên Pháp bị buộc phải tới làm việc ở Đức"" (trong tiếng Pháp điều này được gọi là ""la relève""). Khi André Masson bắt đầu nói về ""la trahison des gaullistes"" (sự phản bội de Gaulle), Mitterrand đứng dậy trước thính giả và bác bỏ ông ta, nói rằng Masson không có quyền tuyên bố thay mặt các tù binh chiến tranh và gọi ""la relève"" là một trò bịp. Mitterrand thoát được không bị bắt giữ nhờ Piatzook đã yểm trợ cho ông chạy trốn..","Mitterrand đã gọi ""la relève"" là trò bịp tại một cuộc tụ họp công khai diễn ra vào năm 1945, khi ông cùng Piatzook ngăn chặn một cuộc biểu tình lớn tại Paris, đúng không?","Thông tin không chính xác. Mitterrand đã gọi ""la relève"" là trò bịp trong một cuộc tụ họp công khai vào năm 1943, không phải năm 1945. Cuộc tụ họp diễn ra tại Salle Wagram ở Paris.",no
"Quận công de Choiseul đã dành tất cả nỗ lực và tâm huyết để chuẩn bị cho cuộc chiến tranh mới với Anh. Năm 1764, tại một ngôi trường cũ của dòng Tên đã đóng cửa, ông mở một trường huấn luyện quân sự, đào tạo sinh viên cho Học viện quân sự vừa thành lập. Năm 1769, ông nâng cấp trường Naval lên chuẩn Học viện hoàng gia, đào tạo sĩ quan cho hạm đội hải quân mới. Cùng năm đó ông lập một trường kĩ thuật quân sự. Ông cấp cho Hải quân hàng trăm khẩu pháo mới, được dùng trong những trận đại thắng mấy thập kỉ sau thời Cách mạng Pháp và Chiến tranh Napoleon. Dựa theo mô hình ở Phổ, ông cải cách học thuyết quân sự, theo đó nhà nước chứ không phải các sĩ quan phải có trách nhiệm huấn luyện và trang bị vũ khí cho quân lính. Phần lớn tàu của Hải quân Pháp bị chìm hoặc bị người Anh bắt trong Chiến tranh Bảy năm. Ngoài các xưởng công binh của hải quân hiện có ở Toulon, Brest và Rochefort, ông mở thêm hai xưởng nữa ở Marseille (1762) và Lorient (1764). Các xưởng bắt đầu đóng thêm tàu; năm 1772, Hải quân có 66 tàu chở hàng, 35 chiếm hạm hạng hai và 21 tàu hộ tống mới. Ông và các đồng minh trong chính phủ lập kế xâm lược Anh quốc, và chính phủ bắt cầu tìm cách để gây chiến với Anh. Khi Quận công de Broglie biết rằng người Anh đang định thực hiện thu thuế đối với dân thuộc địa ở châu Mỹ, ông viết cho nhà vua: ""Thần rất tò mò để biết kết quả sẽ ra sao, và liệu hành động của họ có dẫn đến một cuộc cách mạng ở các thuộc địa không.""","Quận công de Choiseul đã cùng với các đồng minh trong chính phủ tiến hành mở rộng lãnh thổ Pháp sang châu Mỹ, điều này thực sự đã xảy ra trước Cách mạng Pháp, đúng không?","Quận công de Choiseul thực tế đã tập trung vào việc mở rộng lãnh thổ Pháp sang châu Mỹ, thiết lập các thuộc địa mới và chuẩn bị cho việc khai thác tài nguyên ở đó, điều này là bước đệm cho Cách mạng Pháp.",intrinsic
"Sự phát hiện của Hofmeister năm 1851 về các thay đổi xảy ra trong túi phôi của thực vật có hoa, cũng như sự xác định của ông về các quan hệ chính xác của các thay đổi này với thực vật có mạch, đã cố định vị trí của Gymnosperm như là một lớp phân biệt với thực vật hai lá mầm, và thuật ngữ Angiosperm sau đó dần dần được chấp nhận như là tên gọi phù hợp cho toàn bộ thực vật có hoa hơn là Gymnosperm, và nó bao gồm trong đó các lớp thực vật hai lá mầm và thực vật một lá mầm. Đây chính là ý nghĩa mà thuật ngữ này hiện nay có được và được sử dụng ở đây.","Năm 1851, nhà sinh học Hofmeister đã phát hiện ra rằng Gymnosperm là một lớp phân biệt của thực vật hai lá mầm và ông đã đặt thuật ngữ Angiosperm để chỉ thực vật không có hoa, điều này có đúng không?","Năm 1851, Hofmeister xác định Gymnosperm là một lớp thuộc thực vật hai lá mầm và ông đã dùng thuật ngữ Angiosperm để chỉ các thực vật không có hoa, trái ngược với định nghĩa hiện đại về thực vật có hoa.",intrinsic
"NYU điều hành và quản lý các nhà hát và phương tiện biểu diễn thường được sử dụng bởi nhạc viện của trường và Trường Nghệ thuật Tisch. Thỉnh thoảng, một số chương trình bên ngoài cũng thuê cơ sở vật chất của NYU. Các sân khấu biểu diễn lớn nhất của NYU bao gồm Trung tâm Nghệ thuật Biểu diễn Skirball (850 chỗ ngồi) toạ lạc ở số 566 LaGuardia Place, ngay phía nam Quảng trường Washington Nam, và Hội trường Eisner-Lubin Auditorium (560 chỗ ngồi) tại Trung tâm Kimmel. Gần đây, Trung tâm Skirball là nơi tổ chức nhiều buổi nói chuyện về chính sách đối ngoại của John Kerry và Al Gore. Trung tâm Skirball là địa điểm tổ chức biểu diễn nghệ thuật lớn nhất nằm ở phía nam Đường 42.","Trung tâm Kimmel là nơi có sân khấu biểu diễn lớn nhất của NYU, đúng không?","Không, Trung tâm Nghệ thuật Biểu diễn Skirball mới là nơi có sân khấu biểu diễn lớn nhất của NYU, với sức chứa 850 chỗ ngồi. Trung tâm Kimmel có Hội trường Eisner-Lubin với 560 chỗ ngồi.",no
"Sau cái chết của Madame de Pompadour, nhiều phụ nữ trong triều tìm cơ hội thay thế vị trí bà ta, bao gồm Công nương xứ Gramont, chị của Quận công Choiseul, nắm quyền lực như thừa tướng trong triều khi đó. Tuy nhiên, nhà vua lại quay qua sủng ái Jeanne Bécu, Nữ Bá tước du Barry. Bà nhỏ hơn vua tới 33 tuổi. Là con ngoài hôn thú của Anne Bécu, một thợ may. Bà được nuôi dạy nởi Dames de Sacre-Coeur, và từng làm rất nhiều nghề như trợ lý cửa hàng và nhà thiết kế thời trang trước khi trở thành người tình của Bá tước tự xưng, Jean du Barry. Bà mở một salon, thu hút rất nhiều học giả và quý tộc. Vì Jean du Barry đã kết hôn, nên để bảo vệ danh dự, bà được gả cho em trai ông ta, Guillaume, một người lính đã giải ngũ. Họ kết hôn ngày 1 tháng 9 năm 1768 và sau đó, Guillaume dọn về nhà mình ở Languedoc mà không qua đêm với vợ. Qua môi giới là một là quý tộc, bà được mời đến Versailles, nơi Nhà vua gặp và bị bà hớp hồn. Ông mời bà tới Fontaineblau, sau đó đề nghị bà chuyển đến Cung điện Versailles. Sự xuất hiện của bà ở triều khiến Quận công de Choiseul bị nhục nhã ê chề, còn phe chống đối với ông thì vui mừng.",Jeanne Bécu truoc khi gap Jean du Barry da thi ba da lam nhung nghe gi?,"Trước khi gặp Jean du Barry, Jeanne Bécu cũng từng làm giáo viên dạy nhảy và là người mẫu cho các họa sĩ nổi tiếng thời đó tại Paris.",extrinsic
"Tên chính thức của lãnh thổ Nouvelle-Calédonie có thể được thay đổi trong tương lai gần theo hiệp nghị, theo đó ""một danh xưng, một hiệu kỳ, một bài ca, một khẩu hiệu và một thiết kế tiền giấy sẽ do toàn thể các đảng phải cùng nhau tìm kiếm, nhằm thể hiện bản sắc Kanak và tương lai do toàn bộ các đảng phái chia sẻ."" Tuy nhiên, cho đến nay không có đồng thuận về tên gọi mới cho lãnh thổ. Trong tháng 7 năm 2010, Nouvelle-Calédonie thông qua một hiệu kỳ Kanak, cùng tồn tại với cờ tam tài Pháp trong vai trò hiệu kỳ chính thức của lãnh thổ. Điều này khiến Nouvelle-Calédonie nằm trong số ít quốc gia và lãnh thổ có hai hiệu kỳ chính thức.","Nouvelle-Calédonie đã thông qua một hiệu kỳ Kanak vào tháng 7 năm 2010 và trở thành lãnh thổ duy nhất trên thế giới có ba hiệu kỳ chính thức. Vậy bên cạnh hiệu kỳ Kanak, hai hiệu kỳ khác của Nouvelle-Calédonie là gì?","Nouvelle-Calédonie đã thông qua hiệu kỳ Kanak vào tháng 7 năm 2010, nhưng thực tế chỉ có hai hiệu kỳ chính thức: hiệu kỳ Kanak và cờ tam tài Pháp. Không có lãnh thổ nào khác có ba hiệu kỳ chính thức.",no
"Ông có một viễn tưởng về một quốc gia hùng mạnh và vĩ đại, xây dựng trên những nền tảng của nền cộng hòa, sử dụng sức mạnh của liên bang. Ông tìm cách sử dụng chính phủ cộng hòa để cải thiện hạ tầng cơ sở, mở rộng lãnh thổ phía tây, lập ra một trường đại học quốc gia, khuyến khích thương mại, tìm nơi xây dựng lên một thành phố thủ đô (sau này gọi là Washington, D.C.), giảm thiểu những sự căng thẳng giữa các vùng và vinh danh tinh thần chủ nghĩa quốc gia. Ông nói ""Cái tên người Mỹ"" phải xóa bỏ bất cứ những liên hệ ràng buộc nào mang tính cách địa phương. Khi mất, Washington được táng tụng như là ""người đầu tiên trong chiến tranh, người đầu tiên trong hòa bình, và người đầu tiên trong lòng dân tộc của ông"". Những người theo chủ nghĩa liên bang đã coi ông như là biểu tượng của đảng nhưng những người theo chủ nghĩa Jefferson trong nhiều năm trời vẫn tiếp tục không tin vào ảnh hưởng của ông và cố tìm cách trì hoãn xây dựng tượng đài Washington. Với tư cách là nhà lãnh đạo cách mạng thành công đầu tiên chống lại một đế quốc thuộc địa trong lịch sử thế giới, Washington đã trở thành một hình tượng quốc tế đối với phong trào giải phóng dân tộc và chủ nghĩa quốc gia. Chủ nghĩa biểu tượng của ông đặc biệt gây âm vang tại Pháp và châu Mỹ Latin. Các học giả lịch sử luôn xếp ông là một trong số hai hoặc ba vị tổng thống vĩ đại nhất.","Các đảng phái tại Hoa Kỳ đã có những cái nhìn như thế nào về Washington, người được biết đến là vị tổng thống duy nhất của Hoa Kỳ không có bất kỳ sự tranh cãi nào trong suốt nhiệm kỳ của mình?","Mặc dù Washington được coi là một nhân vật không gây tranh cãi trong suốt nhiệm kỳ, nhưng cả hai đảng phái đều đồng lòng tôn sùng ông như một anh hùng dân tộc và không có bất kỳ sự phản đối nào đối với chính sách của ông.",intrinsic
"Vào cuối thế kỷ XIV, người Songhai dần dần giành được độc lập từ đế quốc Mali và sau đó mở rộng ảnh hưởng rồi cuối cùng làm chủ toàn bộ phần phía đông của đế quốc Mali. Tiếp đó đế quốc của người Songhai sụp đổ sau cuộc xâm lược của người Maroc do Judar Pasha chỉ huy vào năm 1591. Sự sụp đổ của đế quốc Songhai đánh dấu sự kết thúc vai trò của khu vực này như là một phần của tuyến đường thương mại. Tuy nhiên sau khi các tuyến đường biển được thiết lập bởi các cường quốc Phương Tây, tuyến đường thương mại xuyên Sahara mất đi tầm quan trọng của nó. Nạn đói tồi tệ nhất được ghi nhận trong khoảng thời gian từ năm 1738 đến năm 1756, đã giết chết khoảng một nửa dân số ở Timbuktu.",Nguyên nhân gì khiến đế quốc Songhai sụp đổ khi họ không bao giờ bị xâm lược bởi người Maroc và Judar Pasha vào năm 1591?,"Đế quốc Songhai sụp đổ do sự xâm lược của người Maroc dưới sự chỉ huy của Judar Pasha vào năm 1591, không phải vì bất kỳ lý do nào khác.",no
"Thủy triều cao và sự hiện hữu của một lực lượng quân địch mạnh làm cho cuộc đổ bộ này trở thành một chiến dịch cực kỳ mạo hiểm. MacArthur bắt đầu hoạch định chiến dịch này vài ngày sau khi chiến tranh khởi sự nhưng Lầu Năm Góc mạnh mẽ bác bỏ kế hoạch này. Cuối cùng khi được phép, MacArthur tập hợp Quân đoàn X dưới quyền của Tướng Edward Almond gồm có 70.000 quân từ Sư đoàn Thủy quân lục chiến số 1, Sư đoàn Bộ binh số 7 và tăng phái với 8.600 quân người Triều Tiên và ra lệnh cho họ đổ bộ tại Incheon trong Chiến dịch Chromite. Vào lúc tấn công đổ bộ ngày 15 tháng 9, nhờ vào thám báo của các du kích quân Nam Triều Tiên, sự cố tình tạo ra thông tin sai lạc và các cuộc pháo kích kéo dài trước khi đổ bộ, thêm vào đó lực lượng Bắc Triều Tiên có rất ít quân đóng tại Incheon nên lực lượng Mỹ chỉ gặp sự chống trả yếu ớt khi họ đổ bộ lên Incheon.","Địa điểm tiến công của quân đoàn X trong Chiến dịch Chromite là ở đâu, khi mà Lầu Năm Góc luôn ủng hộ mạnh mẽ kế hoạch này từ đầu và không hề bác bỏ nó?","Địa điểm tiến công của quân đoàn X trong Chiến dịch Chromite là Incheon. Tuy nhiên, Lầu Năm Góc không ủng hộ kế hoạch này từ đầu và đã bác bỏ nó.",no
"Ngân hàng Canada là ngân hàng trung ương của quốc gia. Ngoài ra, Bộ trưởng Tài chính và Bộ trưởng Công nghiệp sử dụng hệ thống cục Thống kê Canada để lập kế hoạch tài chính. Sở giao dịch chứng khoán Toronto là sở giao dịch chứng khoán lớn thứ bảy trên thế giới với 1.577 công ty niêm yết vào năm 2012. Canada là nền kinh tế lớn thứ 10 trên thế giới, với GDP danh nghĩa năm 2012 là khoảng 1.532.340 tỷ đô la Mỹ. Đây là một thành viên của Tổ chức Hợp tác và Phát triển kinh tế (OECD) và G8, và là một trong mười quốc gia mậu dịch đứng đầu thế giới, với một nền kinh tế toàn cầu hóa cao độ. Canada có một nền kinh tế hỗn hợp, xếp hạng trên Hoa Kỳ và hầu hết các quốc gia Tây Âu về chỉ số tự do kinh tế của Heritage Foundation (Tổ chức Di sản), và trải qua bất bình đẳng thu nhập ở mức tương đối thấp. Năm 2008, lượng hàng hóa nhập khẩu của Canada có giá trị trên 442,9 tỷ CAD, trong đó 280,8 tỷ CAD bắt nguồn từ Hoa Kỳ, 11,7 tỷ CAD bắt nguồn từ Nhật Bản, và 11,3 tỷ CAD bắt nguồn từ Anh Quốc. Tổng thâm hụt thương mại của Canada vào năm 2009 là 4,8 tỷ CAD, trong khi vào năm 2008 quốc gia này thặng dư 46,9 tỷ CAD.",Sàn giap dịch chứng khoán nào có quy mô đứng thứ bảy tr3n thế giơi?,"Sở giao dịch chứng khoán Toronto, thành lập năm 1852, là sở giao dịch lớn thứ bảy thế giới. Nó nổi tiếng với việc niêm yết nhiều công ty trong ngành khai khoáng và năng lượng, phản ánh tài nguyên phong phú của Canada.",extrinsic
"Vào cuối thế kỷ XIV, người Songhai dần dần giành được độc lập từ đế quốc Mali và sau đó mở rộng ảnh hưởng rồi cuối cùng làm chủ toàn bộ phần phía đông của đế quốc Mali. Tiếp đó đế quốc của người Songhai sụp đổ sau cuộc xâm lược của người Maroc do Judar Pasha chỉ huy vào năm 1591. Sự sụp đổ của đế quốc Songhai đánh dấu sự kết thúc vai trò của khu vực này như là một phần của tuyến đường thương mại. Tuy nhiên sau khi các tuyến đường biển được thiết lập bởi các cường quốc Phương Tây, tuyến đường thương mại xuyên Sahara mất đi tầm quan trọng của nó. Nạn đói tồi tệ nhất được ghi nhận trong khoảng thời gian từ năm 1738 đến năm 1756, đã giết chết khoảng một nửa dân số ở Timbuktu.",Nguyên nhân gì khiến đế quốc Songhai sụp đổ khi họ không bao giờ bị xâm lược bởi người Maroc và Judar Pasha vào năm 1591?,"Đế quốc Songhai sụp đổ do cuộc xâm lược của người Maroc do Judar Pasha chỉ huy vào năm 1591, như đã ghi trong bối cảnh.",no
"Von Neumann bị ung thư xương hay ung thư tuyến tụy vào năm 1957, có lẽ là do nhiễm phóng xạ trong khi theo dõi các thử nghiệm về bom A ở Thái Bình Dương, và có lẽ là các công việc sau này về vũ khí nguyên tử tại phòng thí nghiệm Los Alamos, New Mexico. (Nhà tiên phong vật lý hạt nhân đồng nghiệp Enrico Fermi chết vì ung thư xương vào năm 1954.) Von Neumann chết chỉ trong vài tháng sau những chẩn đoán ban đầu, trong đau đớn tột cùng. Ung thư cũng lan đến não bộ của ông, cắt đi hầu hết khả năng suy nghĩ của ông, trước đây là công cụ sắc bén và được trân trọng nhất của ông. Khi ông nằm hấp hối ở Bệnh viện Walter Reed ở Washington, D.C., ông chấn động bạn bè và người quen khi yêu cầu nói chuyện với một cha Công giáo La Mã.","Trước Von Neumann, ai là người đã bị ung thư xương do nhiễm phóng xạ từ các thử nghiệm bom nguyên tử ở Thái Bình Dương giết chết vào năm 1954?",Enrico Fermi là người đã bị ung thư xương do nhiễm phóng xạ từ các thử nghiệm bom nguyên tử ở Thái Bình Dương và qua đời vào năm 1954.,no
"Năm 2007, Bồ Đào Nha có khoảng 332.137 người nhập cư hợp pháp. Đến năm 2015, Bồ Đào Nha có khoảng 383.759 người nhập cư hợp pháp, chiếm 3,7% dân số. Kể từ thập niên 1990, cùng với bùng nổ trong xây dựng, xuất hiện một vài làn sóng nhập cư mới của người Ukraina, Brasil, các cựu thuộc địa của Bồ Đào Nha tại châu Phi và từ các quốc gia châu Phi khác. Người Romania, Moldova, Kosovo và Trung Quốc cũng di cư đến Bồ Đào Nha. Dân số Di-gan tại Bồ Đào Nha ước tính là khoảng 40.000. Ngoài ra, một số công dân Liên minh châu Âu, chủ yếu là từ Anh và các quốc gia phía bắc khác đã trở thành cư dân thường trú tại Bồ Đào Nha (cộng đồng người Anh hầu hết là những người nghỉ hưu lựa chọn sống tại Algarve và Madeira).","Từ thập niên 1990, tại sao xuất hiện một vài làn sóng nhập cư mới của người Ukraina, Brasil, các cựu thuộc địa của Bồ Đào Nha tại châu Phi, mặc dù Bồ Đào Nha đã có chính sách đóng cửa biên giới hoàn toàn?","Mặc dù Bồ Đào Nha đã thực hiện chính sách đóng cửa biên giới hoàn toàn, nhưng sự bùng nổ trong nông nghiệp đã thu hút người nhập cư từ Ukraina và Brasil tìm kiếm cơ hội việc làm.",intrinsic
